point_key,point_label,is_single_operator,point_tp_map_x,point_tp_map_y,from_system_label,from_infrastructure_type_label,from_country_key,from_country_label,from_bz_key,from_bz_label,from_bz_label_long,from_operator_key,from_operator_label,from_operator_long_label,from_point_key,from_point_label,from_is_cam,from_is_cmp,from_booking_platform_key,from_booking_platform_label,from_booking_platform_url,to_is_cam,to_is_cmp,to_booking_platform_key,to_booking_platform_label,to_booking_platform_url,from_tso_item_identifier,from_tso_point_label,from_direction_key,from_has_data,to_system_label,to_infrastructure_type_label,to_country_key,to_country_label,to_bz_key,to_bz_label,to_bz_label_long,to_operator_key,to_operator_label,to_operator_long_label,to_point_key,to_point_label,to_direction_key,to_has_data,to_tso_item_identifier,to_tso_point_label,valid_from,validto,last_update_date_time,is_invalid,entry_tp_ne_mo_usage,exit_tp_ne_mo_usage,id,data_set,from_region_key,to_region_key
DIS-00063,Aberdeen,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00063,Aberdeen,False,False,,,,,,,,,48ZABERDEEN-OF-2,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00063UKUK-TSO-0001DIS-00063exitDistribution,4,Western Europe,Western Europe
DIS-00064,Alrewas (EM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00064,Alrewas (EM),False,False,,,,,,,,,48ZALREWAS-EM--G,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00064UKUK-TSO-0001DIS-00064exitDistribution,4,Western Europe,Western Europe
DIS-00065,Alrewas (WM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00065,Alrewas (WM),False,False,,,,,,,,,48ZALREWAS-WM--0,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00065UKUK-TSO-0001DIS-00065exitDistribution,4,Western Europe,Western Europe
DIS-00066,Armadale,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00066,Armadale,False,False,,,,,,,,,48ZARMADALE-OF-3,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00066UKUK-TSO-0001DIS-00066exitDistribution,4,Western Europe,Western Europe
DIS-00067,Aspley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00067,Aspley,False,False,,,,,,,,,48ZASPLEY-OF---V,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00067UKUK-TSO-0001DIS-00067exitDistribution,4,Western Europe,Western Europe
DIS-00068,Asselby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00068,Asselby,False,False,,,,,,,,,48ZASSELBY-OF--M,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00068UKUK-TSO-0001DIS-00068exitDistribution,4,Western Europe,Western Europe
DIS-00069,Audley (NW),False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00069,Audley (NW),False,False,,,,,,,,,48ZAUDLEY-NW-OFR,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00069UKUK-TSO-0001DIS-00069exitDistribution,4,Western Europe,Western Europe
DIS-00070,Audley (WM),False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00070,Audley (WM),False,False,,,,,,,,,48ZAUDLEY-WM-OFN,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00070UKUK-TSO-0001DIS-00070exitDistribution,4,Western Europe,Western Europe
DIS-00071,Austrey,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00071,Austrey,False,False,,,,,,,,,48ZAUSTREY-OF--T,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00071UKUK-TSO-0001DIS-00071exitDistribution,4,Western Europe,Western Europe
DIS-00072,Aylesbeare,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00072,Aylesbeare,False,False,,,,,,,,,48ZAYLESBEAREOFV,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00072UKUK-TSO-0001DIS-00072exitDistribution,4,Western Europe,Western Europe
DIS-00073,Bacton,False,-75.45,1.17,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00073,Bacton,False,False,,,,,,,,,48ZBACTON-OF--1W,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00073UKUK-TSO-0001DIS-00073exitDistribution,4,Western Europe,Western Europe
DIS-00074,Baldersby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00074,Baldersby,False,False,,,,,,,,,48ZBALDERSBY-OFD,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00074UKUK-TSO-0001DIS-00074exitDistribution,4,Western Europe,Western Europe
DIS-00075,Balgray,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00075,Balgray,False,False,,,,,,,,,48ZBALGRAY-OF--E,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00075UKUK-TSO-0001DIS-00075exitDistribution,4,Western Europe,Western Europe
DIS-00076,Bathgate,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00076,Bathgate,False,False,,,,,,,,,48ZBATHGATE-OF-1,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00076UKUK-TSO-0001DIS-00076exitDistribution,4,Western Europe,Western Europe
DIS-00077,Bishop Auckland,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00077,Bishop Auckland,False,False,,,,,,,,,48ZBISH-AUCK-OFA,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00077UKUK-TSO-0001DIS-00077exitDistribution,4,Western Europe,Western Europe
DIS-00078,Blaby,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00078,Blaby,False,False,,,,,,,,,48ZBLABY-OF----J,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00078UKUK-TSO-0001DIS-00078exitDistribution,4,Western Europe,Western Europe
DIS-00079,Blackrod,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00079,Blackrod,False,False,,,,,,,,,48ZBLACKROD-OF-Y,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00079UKUK-TSO-0001DIS-00079exitDistribution,4,Western Europe,Western Europe
DIS-00080,Blyborough,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00080,Blyborough,False,False,,,,,,,,,48ZBLYBOROUGH--3,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00080UKUK-TSO-0001DIS-00080exitDistribution,4,Western Europe,Western Europe
DIS-00081,Braishfield A,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00081,Braishfield A,False,False,,,,,,,,,48ZBRAISHFIE-A-K,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00081UKUK-TSO-0001DIS-00081exitDistribution,4,Western Europe,Western Europe
DIS-00082,Braishfield B,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00082,Braishfield B,False,False,,,,,,,,,48ZBRAISHFIE-B-H,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00082UKUK-TSO-0001DIS-00082exitDistribution,4,Western Europe,Western Europe
DIS-00083,Brisley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00083,Brisley,False,False,,,,,,,,,48ZBRISLEY-OF--4,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00083UKUK-TSO-0001DIS-00083exitDistribution,4,Western Europe,Western Europe
DIS-00084,Broxburn,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00084,Broxburn,False,False,,,,,,,,,48ZBROXBURN-OF-I,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00084UKUK-TSO-0001DIS-00084exitDistribution,4,Western Europe,Western Europe
DIS-00085,Burley Bank,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00085,Burley Bank,False,False,,,,,,,,,48ZBURLEYBANK--X,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00085UKUK-TSO-0001DIS-00085exitDistribution,4,Western Europe,Western Europe
DIS-00086,Caldecott,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00086,Caldecott,False,False,,,,,,,,,48ZCALDECOTT-OFS,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00086UKUK-TSO-0001DIS-00086exitDistribution,4,Western Europe,Western Europe
DIS-00087,Careston,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00087,Careston,False,False,,,,,,,,,48ZCARESTON-OF-K,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00087UKUK-TSO-0001DIS-00087exitDistribution,4,Western Europe,Western Europe
DIS-00088,Cirencester,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00088,Cirencester,False,False,,,,,,,,,48ZCIRENCESTER1W,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00088UKUK-TSO-0001DIS-00088exitDistribution,4,Western Europe,Western Europe
DIS-00089,Coffinswell,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00089,Coffinswell,False,False,,,,,,,,,48ZCOFFINSWELL-N,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00089UKUK-TSO-0001DIS-00089exitDistribution,4,Western Europe,Western Europe
DIS-00090,Coldstream,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00090,Coldstream,False,False,,,,,,,,,48ZCOLDSTREAM-1W,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00090UKUK-TSO-0001DIS-00090exitDistribution,4,Western Europe,Western Europe
DIS-00091,Corbridge,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00091,Corbridge,False,False,,,,,,,,,48ZCORBRIDGE-OFR,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00091UKUK-TSO-0001DIS-00091exitDistribution,4,Western Europe,Western Europe
DIS-00092,Cowpen Bewley,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00092,Cowpen Bewley,False,False,,,,,,,,,48ZCOWPENBEWLEY8,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00092UKUK-TSO-0001DIS-00092exitDistribution,4,Western Europe,Western Europe
DIS-00093,Dowlais,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00093,Dowlais,False,False,,,,,,,,,48ZDOWLAIS-OF--2,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00093UKUK-TSO-0001DIS-00093exitDistribution,4,Western Europe,Western Europe
DIS-00094,Drointon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00094,Drointon,False,False,,,,,,,,,48ZDROINTON-OF-Q,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00094UKUK-TSO-0001DIS-00094exitDistribution,4,Western Europe,Western Europe
DIS-00095,Drum,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00095,Drum,False,False,,,,,,,,,48ZDRUM-OF-----D,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00095UKUK-TSO-0001DIS-00095exitDistribution,4,Western Europe,Western Europe
DIS-00096,Dyffryn Clydach,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00096,Dyffryn Clydach,False,False,,,,,,,,,48ZDYFFRYNCLYDAD,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00096UKUK-TSO-0001DIS-00096exitDistribution,4,Western Europe,Western Europe
DIS-00097,Easton Grey,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00097,Easton Grey,False,False,,,,,,,,,48ZEASTONGREY--U,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00097UKUK-TSO-0001DIS-00097exitDistribution,4,Western Europe,Western Europe
DIS-00098,Ecclestone,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00098,Ecclestone,False,False,,,,,,,,,48ZECCLESTONE--F,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00098UKUK-TSO-0001DIS-00098exitDistribution,4,Western Europe,Western Europe
DIS-00099,Elton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00099,Elton,False,False,,,,,,,,,48ZELTON-OF---1W,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00099UKUK-TSO-0001DIS-00099exitDistribution,4,Western Europe,Western Europe
DIS-00100,Evesham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00100,Evesham,False,False,,,,,,,,,48ZEVESHAM-OF--2,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00100UKUK-TSO-0001DIS-00100exitDistribution,4,Western Europe,Western Europe
DIS-00101,Farningham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00101,Farningham,False,False,,,,,,,,,48ZFARNINGHAM--B,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00101UKUK-TSO-0001DIS-00101exitDistribution,4,Western Europe,Western Europe
DIS-00102,Farningham B,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00102,Farningham B,False,False,,,,,,,,,48ZFARNINGHAM-BO,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00102UKUK-TSO-0001DIS-00102exitDistribution,4,Western Europe,Western Europe
DIS-00103,Fiddington,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00103,Fiddington,False,False,,,,,,,,,48ZFIDDINGTON--N,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00103UKUK-TSO-0001DIS-00103exitDistribution,4,Western Europe,Western Europe
DIS-00104,Ganstead,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00104,Ganstead,False,False,,,,,,,,,48ZGANSTEAD-OF-U,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00104UKUK-TSO-0001DIS-00104exitDistribution,4,Western Europe,Western Europe
DIS-00105,Gilwern,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00105,Gilwern,False,False,,,,,,,,,48ZGILWERN-OF--A,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00105UKUK-TSO-0001DIS-00105exitDistribution,4,Western Europe,Western Europe
DIS-00106,Glenmavis,False,-102.04,22.31,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00106,Glenmavis,False,False,,,,,,,,,48ZGLENMAVIS-OF9,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00106UKUK-TSO-0001DIS-00106exitDistribution,4,Western Europe,Western Europe
DIS-00107,Gosberton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00107,Gosberton,False,False,,,,,,,,,48ZGOSBERTON-OFQ,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00107UKUK-TSO-0001DIS-00107exitDistribution,4,Western Europe,Western Europe
DIS-00108,Great Wilbraham,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00108,Great Wilbraham,False,False,,,,,,,,,48ZGREATWILBRAHN,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00108UKUK-TSO-0001DIS-00108exitDistribution,4,Western Europe,Western Europe
DIS-00109,Guyzance,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00109,Guyzance,False,False,,,,,,,,,48ZGUYZANCE-OF-B,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00109UKUK-TSO-0001DIS-00109exitDistribution,4,Western Europe,Western Europe
DIS-00110,Hardwick,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00110,Hardwick,False,False,,,,,,,,,48ZHARDWICK-OF-8,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00110UKUK-TSO-0001DIS-00110exitDistribution,4,Western Europe,Western Europe
DIS-00111,Holmes Chapel,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00111,Holmes Chapel,False,False,,,,,,,,,48ZHOLMESCHAPEL1,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00111UKUK-TSO-0001DIS-00111exitDistribution,4,Western Europe,Western Europe
DIS-00112,Horndon,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00112,Horndon,False,False,,,,,,,,,48ZHORNDON-OF--J,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00112UKUK-TSO-0001DIS-00112exitDistribution,4,Western Europe,Western Europe
DIS-00113,Humbleton,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00113,Humbleton,False,False,,,,,,,,,48ZHUMBLETON-OFB,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00113UKUK-TSO-0001DIS-00113exitDistribution,4,Western Europe,Western Europe
DIS-00114,Hume,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00114,Hume,False,False,,,,,,,,,48ZHUME-OF-----J,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00114UKUK-TSO-0001DIS-00114exitDistribution,4,Western Europe,Western Europe
DIS-00115,Ilchester,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00115,Ilchester,False,False,,,,,,,,,48ZILCHESTER-OF-,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00115UKUK-TSO-0001DIS-00115exitDistribution,4,Western Europe,Western Europe
DIS-00116,Ipsden,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00116,Ipsden,False,False,,,,,,,,,48ZIPSDEN-OF---O,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00116UKUK-TSO-0001DIS-00116exitDistribution,4,Western Europe,Western Europe
DIS-00117,Ipsden 2,False,0.0,0.0,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,DIS-00117,Ipsden 2,False,False,,,,,,,,,48ZIPSDEN-2-OF-E,,exit,True,Distribution,Distribution,UK,United Kingdom,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsDIS-00117UKUK-TSO-0001DIS-00117exitDistribution,4,Western Europe,Western Europe
