point_key,point_label,is_single_operator,point_tp_map_x,point_tp_map_y,from_system_label,from_infrastructure_type_label,from_country_key,from_country_label,from_bz_key,from_bz_label,from_bz_label_long,from_operator_key,from_operator_label,from_operator_long_label,from_point_key,from_point_label,from_is_cam,from_is_cmp,from_booking_platform_key,from_booking_platform_label,from_booking_platform_url,to_is_cam,to_is_cmp,to_booking_platform_key,to_booking_platform_label,to_booking_platform_url,from_tso_item_identifier,from_tso_point_label,from_direction_key,from_has_data,to_system_label,to_infrastructure_type_label,to_country_key,to_country_label,to_bz_key,to_bz_label,to_bz_label_long,to_operator_key,to_operator_label,to_operator_long_label,to_point_key,to_point_label,to_direction_key,to_has_data,to_tso_item_identifier,to_tso_point_label,valid_from,validto,last_update_date_time,is_invalid,entry_tp_ne_mo_usage,exit_tp_ne_mo_usage,id,data_set,from_region_key,to_region_key
ITP-00421,Budince,False,33.0,-33.0,Slovakia,Transmission,SK,Slovakia,SK---------,Slovakia,Slovakian Balancing Zone,SK-TSO-0001,Eustream,"eustream, a.s.",ITP-00421,Budince,False,False,,,,False,False,,,,21Z000000000357E,,exit,True,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00421,Budince,entry,True,21Z000000000357E,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00421SlovakiaSK-TSO-0001ITP-00421exitTransmissionUA-TSO-0001ITP-00421entry,4,Eastern Europe,Eastern Europe
ITP-00421,Budince,False,33.0,-33.0,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00421,Budince,False,False,,,,False,False,,,,21Z000000000357E,,exit,True,Slovakia,Transmission,SK,Slovakia,SK---------,Slovakia,Slovakian Balancing Zone,SK-TSO-0001,Eustream,"eustream, a.s.",ITP-00421,Budince,entry,True,21Z000000000357E,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00421TransmissionUA-TSO-0001ITP-00421exitSlovakiaSK-TSO-0001ITP-00421entry,4,Eastern Europe,Eastern Europe
ITP-00428,Grebenyky,False,71.54,-43.26,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00428,GMS Grebenyky,False,False,,,,,,,,,21Z000000000178E,,exit,True,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00428,Grebenyky,entry,False,,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00428TransmissionUA-TSO-0001ITP-00428exitTransmissionMD-TSO-0001ITP-00428entry,4,Eastern Europe,Eastern Europe
ITP-00429,Oleksiivka,False,57.61,-34.09,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00429,Oleksiivka,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00429,Oleksiivka,entry,True,21Z000000000182N,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00429TransmissionMD-TSO-0001ITP-00429exitTransmissionUA-TSO-0001ITP-00429entry,4,Eastern Europe,Eastern Europe
ITP-00429,Oleksiivka,False,57.61,-34.09,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00429,GMS Oleksiivka.,False,False,,,,,,,,,21Z000000000182N,,exit,True,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00429,Oleksiivka,entry,False,,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00429TransmissionUA-TSO-0001ITP-00429exitTransmissionMD-TSO-0001ITP-00429entry,4,Eastern Europe,Eastern Europe
ITP-00436,Bacton AGG,False,-75.45,1.17,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,,,,,,,,,,,False,False,,,,,,,False,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00436,Bacton,entry,True,21YBA-EC-------B,,,,Dec 30 2024  4:48PM,False,Both,,4InterconnectionsITP-00436UKUKUK-TSO-0001ITP-00436entry,4,Western Europe,Western Europe
ITP-00438,VIP Mediesu Aurit - Isaccea (RO-UA),False,47.11,-38.13,RO_NTS,Transmission,RO,Romania,RO---------,RO_NTS,Romanian National Transmission System Balancing Zone,RO-TSO-0001,Transgaz,SNTGN Transgaz S.A.,ITP-00438,VIP Mediesu Aurit - Isaccea (RO-UA),,,,,,,,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsITP-00438RO_NTSRO-TSO-0001ITP-00438exitTransmission,4,Eastern Europe,Eastern Europe
ITP-00438,VIP Mediesu Aurit - Isaccea (RO-UA),False,47.11,-38.13,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00438,VIP Mediesu Aurit - Isaccea (RO-UA),,,,,,False,False,,,,,,exit,False,RO_NTS,Transmission,RO,Romania,RO---------,RO_NTS,Romanian National Transmission System Balancing Zone,RO-TSO-0001,Transgaz,SNTGN Transgaz S.A.,ITP-00438,VIP Mediesu Aurit - Isaccea (RO - UA),entry,True,21Z000000000373G,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00438TransmissionUA-TSO-0001ITP-00438exitRO_NTSRO-TSO-0001ITP-00438entry,4,Eastern Europe,Eastern Europe
ITP-00440,GMS Caushany,False,69.48,-45.4,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00440,GMS Caushany,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00440,Kaushany,entry,True,21Z000000000179C,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00440TransmissionMD-TSO-0001ITP-00440exitTransmissionUA-TSO-0001ITP-00440entry,4,Eastern Europe,Eastern Europe
ITP-00440,GMS Caushany,False,69.48,-45.4,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00440,Kaushany,False,False,RBP,RBP,https://rbp.eu/,,,,,,21Z000000000179C,,exit,True,Transmission,Transmission,MD,Moldavia,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00440TransmissionUA-TSO-0001ITP-00440exitTransmission,4,Eastern Europe,Eastern Europe
ITP-00441,Volchansk (RU) / Ukraine (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00441,Volchansk (RU) / Ukraine (UA),,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00441,Volchansk,entry,True,21Z000000000365F,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00441TransmissionRU-TSO-0001ITP-00441exitTransmissionUA-TSO-0001ITP-00441entry,4,Eastern Europe,Eastern Europe
ITP-00442,Lozne,False,0.0,0.0,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00442,Lozne,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00442,Lozne,entry,True,21Z000000000364H,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00442TransmissionRU-TSO-0001ITP-00442exitTransmissionUA-TSO-0001ITP-00442entry,4,Eastern Europe,Eastern Europe
ITP-00443,Parkhomenko (RU) / (UA),False,0.0,0.0,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00443,Parkhomenko (RU) / (UA),,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00443,Parkhomenko,entry,True,21Z000000000362L,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00443TransmissionRU-TSO-0001ITP-00443exitTransmissionUA-TSO-0001ITP-00443entry,4,Eastern Europe,Eastern Europe
ITP-00444,Lymanske (UA) / (MD),False,0.0,0.0,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00444,Lymanske (UA) / (MD),,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00444,Lymanske,entry,True,21Z000000000360P,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00444TransmissionMD-TSO-0001ITP-00444exitTransmissionUA-TSO-0001ITP-00444entry,4,Eastern Europe,Eastern Europe
ITP-00444,Lymanske (UA) / (MD),False,0.0,0.0,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00444,Lymanske,False,False,RBP,RBP,https://rbp.eu/,,,,,,21Z000000000360P,,exit,True,Transmission,Transmission,MD,Moldavia,,,,MD-TSO-0001,Moldovatransgaz LLC,Moldovatransgaz LLC,ITP-00444,Lymanske (UA) / (MD),entry,False,,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00444TransmissionUA-TSO-0001ITP-00444exitTransmissionMD-TSO-0001ITP-00444entry,4,Eastern Europe,Eastern Europe
ITP-00445,Kobryn,False,44.03,-4.52,Transmission,Transmission,BY,Belarus,,,,BY-TSO-0001,Gazprom Belarus,OAO Gazprom Transgaz Belarus,ITP-00445,Kobryn,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00445,Kobryn,entry,True,21Z000000000363J,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00445TransmissionBY-TSO-0001ITP-00445exitTransmissionUA-TSO-0001ITP-00445entry,4,Eastern Europe,Eastern Europe
ITP-00446,Mozyr,False,69.3,-6.4,Transmission,Transmission,BY,Belarus,,,,BY-TSO-0001,Gazprom Belarus,OAO Gazprom Transgaz Belarus,ITP-00446,Mozyr,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,UA,Ukraine,,,,UA-TSO-0001,Gas TSO UA,LLC Gas TSO of Ukraine,ITP-00446,Mozyr,entry,True,21Z000000000181P,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00446TransmissionBY-TSO-0001ITP-00446exitTransmissionUA-TSO-0001ITP-00446entry,4,Eastern Europe,Eastern Europe
ITP-00492,Bacton IPs,False,-75.76,1.98,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00492,BactonexitIP,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,55ZBACTONEXITIPW,,exit,True,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,Both,4InterconnectionsITP-00492UKUK-TSO-0001ITP-00492exitUK,4,Western Europe,Western Europe
ITP-00492,Bacton IPs,False,-75.76,1.98,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,,,,,,,,,,,False,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,UK,Transmission,UK,United Kingdom,UK---------,UK,British Balancing Zone,UK-TSO-0001,National Gas TSO,National Gas Transmission,ITP-00492,Bacton,entry,True,48YBI-EC-------0,,,,Dec 30 2024  4:48PM,False,Both,,4InterconnectionsITP-00492UKUKUK-TSO-0001ITP-00492entry,4,Western Europe,Western Europe
ITP-00493,Luhamaa,False,59.5,40.04,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00493,Luhamaa,False,False,,,,False,False,,,,38ZEEG-0007107-I,,exit,True,Transmission,Transmission,EE,Estonia,,,,EE-TSO-0001,Elering,Elering AS,ITP-00493,Luhamaa,entry,True,38ZEEG-0007107-I,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00493Joint Bal Zone EE/LVLV-TSO-0001ITP-00493exitTransmissionEE-TSO-0001ITP-00493entry,4,Northern Europe,Northern Europe
ITP-00493,Luhamaa,False,59.5,40.04,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00493,Luhamaa,False,False,,,,,,,,,38ZEEG-0007107-I,,exit,True,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00493,Luhamaa,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,Both,4InterconnectionsITP-00493Joint Bal Zone EE/LVLV-TSO-0001ITP-00493exitTransmissionRU-TSO-0001ITP-00493entry,4,Northern Europe,Eastern Europe
ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,EE,Estonia,,,,EE-TSO-0001,Elering,Elering AS,ITP-00493,Luhamaa,False,False,,,,False,False,,,,38ZEEG-0007107-I,,exit,True,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00493,Luhamaa,entry,True,38ZEEG-0007107-I,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00493TransmissionEE-TSO-0001ITP-00493exitJoint Bal Zone EE/LVLV-TSO-0001ITP-00493entry,4,Northern Europe,Northern Europe
ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,EE,Estonia,,,,EE-TSO-0001,Elering,Elering AS,ITP-00493,Luhamaa,False,False,,,,,,,,,38ZEEG-0007107-I,,exit,True,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00493,Luhamaa,entry,False,,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00493TransmissionEE-TSO-0001ITP-00493exitTransmissionRU-TSO-0001ITP-00493entry,4,Northern Europe,Eastern Europe
ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00493,Luhamaa,,,,,,False,False,,,,,,exit,False,Joint Bal Zone EE/LV,Transmission,LV,Latvia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,LV-TSO-0001,Conexus Baltic Grid JSC,Conexus Baltic Grid,ITP-00493,Luhamaa,entry,True,38ZEEG-0007107-I,,,,Dec 30 2024  4:48PM,False,Both,OnlyTP,4InterconnectionsITP-00493TransmissionRU-TSO-0001ITP-00493exitJoint Bal Zone EE/LVLV-TSO-0001ITP-00493entry,4,Eastern Europe,Northern Europe
ITP-00493,Luhamaa,False,59.5,40.04,Transmission,Transmission,RU,Russia,,,,RU-TSO-0001,Gazprom,Gazprom,ITP-00493,Luhamaa,,,,,,False,False,,,,,,exit,False,Transmission,Transmission,EE,Estonia,,,,EE-TSO-0001,Elering,Elering AS,ITP-00493,Luhamaa,entry,True,38ZEEG-0007107-I,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00493TransmissionRU-TSO-0001ITP-00493exitTransmissionEE-TSO-0001ITP-00493entry,4,Eastern Europe,Northern Europe
ITP-00494,Misso / Estonia,True,64.64,43.55,Transmission,Transmission,EE,Estonia,,,,,,,,,,,,,,False,False,,,,,,,False,Joint Bal Zone EE/LV,Transmission,EE,Estonia,EE-LV------,Joint Bal Zone EE/LV,Common Balancing Zone of Estonia and Latvia,EE-TSO-0001,Elering,Elering AS,ITP-00494,Misso / Estonia,entry,True,38ZEEG-0007104-R,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00494TransmissionJoint Bal Zone EE/LVEE-TSO-0001ITP-00494entry,4,Northern Europe,Northern Europe
ITP-00497,GCP GAZ-SYSTEM/ONTRAS,False,-5.32,-13.15,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0003,ONTRAS Gastransport GmbH,ONTRAS Gastransport GmbH,ITP-00497,GCP GAZ-SYSTEM/ONTRAS,True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000456C,,exit,True,Poland H-gas,Transmission,PL,Poland,PL---------,Poland H-gas,Polish High-methane gas Balancing zone,PL-TSO-0002,GAZ-SYSTEM,GAZ-SYSTEM S.A.,ITP-00497,GCP GAZ-SYSTEM/ONTRAS,entry,True,21Z000000000456C,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00497DE THE BZDE-TSO-0003ITP-00497exitPoland H-gasPL-TSO-0002ITP-00497entry,4,Western Europe,Eastern Europe
ITP-00497,GCP GAZ-SYSTEM/ONTRAS,False,-5.32,-13.15,Poland H-gas,Transmission,PL,Poland,PL---------,Poland H-gas,Polish High-methane gas Balancing zone,PL-TSO-0002,GAZ-SYSTEM,GAZ-SYSTEM S.A.,ITP-00497,GCP GAZ-SYSTEM/ONTRAS,True,True,RBP,RBP,https://rbp.eu/,True,True,RBP,RBP,https://rbp.eu/,21Z000000000456C,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0003,ONTRAS Gastransport GmbH,ONTRAS Gastransport GmbH,ITP-00497,GCP GAZ-SYSTEM/ONTRAS,entry,True,21Z000000000456C,,,,Dec 30 2024  4:48PM,False,Both,Both,4InterconnectionsITP-00497Poland H-gasPL-TSO-0002ITP-00497exitDE THE BZDE-TSO-0003ITP-00497entry,4,Eastern Europe,Western Europe
ITP-00499,Zone GASCADE / OGE,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00499,Zone OGE,entry,True,37Y000000000385S,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00499DE THE BZDE THE BZDE-TSO-0001ITP-00499entry,4,Western Europe,Western Europe
ITP-00499,Zone GASCADE / OGE,False,0.0,0.0,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00499,Zone OGE,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,37Y000000000385S,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00499DE THE BZDE-TSO-0001ITP-00499exitDE THE BZ,4,Western Europe,Western Europe
ITP-00501,Lubmin II,False,-12.35,11.31,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00501,Lubmin II,False,False,,,,,,,,,21Z0000000004790,,exit,True,Transmission,Transmission,RU,Russia,,,,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00501DE THE BZDE-TSO-0018ITP-00501exitTransmission,4,Western Europe,Eastern Europe
ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,,,,RU-TSO-0003,Nord Stream 2,Nord Stream 2 AG,ITP-00501,Lubmin II,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00501,Lubmin II,entry,True,21Z0000000004790,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0001ITP-00501entry,4,Eastern Europe,Western Europe
ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,,,,RU-TSO-0003,Nord Stream 2,Nord Stream 2 AG,ITP-00501,Lubmin II,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0003,ONTRAS Gastransport GmbH,ONTRAS Gastransport GmbH,ITP-00501,Lubmin II,entry,True,21Z0000000004790,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0003ITP-00501entry,4,Eastern Europe,Western Europe
ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,,,,RU-TSO-0003,Nord Stream 2,Nord Stream 2 AG,ITP-00501,Lubmin II,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00501,Lubmin II,entry,True,21Z0000000004790,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0005ITP-00501entry,4,Eastern Europe,Western Europe
ITP-00501,Lubmin II,False,-12.35,11.31,Transmission,Transmission,RU,Russia,,,,RU-TSO-0003,Nord Stream 2,Nord Stream 2 AG,ITP-00501,Lubmin II,,,,,,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,exit,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00501,Lubmin II,entry,True,21Z0000000004790,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00501TransmissionRU-TSO-0003ITP-00501exitDE THE BZDE-TSO-0018ITP-00501entry,4,Eastern Europe,Western Europe
ITP-00507,Bunde (DE) / Oude Statenzijl (H) (NL) (GTG Nord),False,-46.1,0.69,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00507,Oude Statenzijl GTG Nord-H,False,False,,,,False,False,,,,21Z000000000506N,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0006,GTG,Gastransport Nord GmbH,ITP-00507,Bunde-West,entry,True,21Z000000000506N,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00507NetherlandsNL-TSO-0001ITP-00507exitDE THE BZDE-TSO-0006ITP-00507entry,4,Western Europe,Western Europe
ITP-00513,Vitzeroda MÜP,False,-30.32,-16.51,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00513,Vitzeroda MÜP,entry,True,37Z000000007164W,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00513DE THE BZDE THE BZDE-TSO-0001ITP-00513entry,4,Western Europe,Western Europe
ITP-00513,Vitzeroda MÜP,False,-30.32,-16.51,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00513,Vitzeroda MÜP,True,True,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,,,37Z000000007164W,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00513DE THE BZDE-TSO-0001ITP-00513exitDE THE BZ,4,Western Europe,Western Europe
ITP-00516,Zone Oude Statenzijl H,False,-46.1,0.69,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0005,GUD,Gasunie Deutschland Transport Services GmbH,ITP-00516,Zone Oude Statenzijl H,,,,,,False,False,,,,,,exit,False,Netherlands,Transmission,NL,Netherlands,NL---------,Netherlands,Dutch Balancing zone,NL-TSO-0001,GTS,Gasunie Transport Services B.V.,ITP-00516,Zone Oude Statenzijl H,entry,True,21Z000000000480F,,,,Dec 30 2024  4:48PM,False,OnlyTP,OnlyTP,4InterconnectionsITP-00516DE THE BZDE-TSO-0005ITP-00516exitNetherlandsNL-TSO-0001ITP-00516entry,4,Western Europe,Western Europe
ITP-00517,Achim II,False,-37.05,7.75,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,False,False,,,,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00517,Achim II - Entry,entry,True,37Z0000000070550,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00517DE THE BZDE THE BZDE-TSO-0018ITP-00517entry,4,Western Europe,Western Europe
ITP-00517,Achim II,False,-37.05,7.75,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0018,Fluxys Deutschland,Fluxys Deutschland GmbH,ITP-00517,Achim II - Exit,False,False,,,,,,,,,37Z0000000070550,,exit,True,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,False,,,,,Dec 30 2024  4:48PM,False,,OnlyTP,4InterconnectionsITP-00517DE THE BZDE-TSO-0018ITP-00517exitDE THE BZ,4,Western Europe,Western Europe
ITP-00523,Ronneburg,False,-19.82,-16.51,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,,,,,,,,,,,True,False,PRISMA,PRISMA,https://platform.prisma-capacity.eu/,,,,False,DE THE BZ,Transmission,DE,Germany,DE-THE-----,DE THE BZ,German Balancing Zone THE,DE-TSO-0001,GASCADE,GASCADE Gastransport GmbH,ITP-00523,Ronneburg OGE,entry,True,37Z0000000031598,,,,Dec 30 2024  4:48PM,False,OnlyTP,,4InterconnectionsITP-00523DE THE BZDE THE BZDE-TSO-0001ITP-00523entry,4,Western Europe,Western Europe
